"_EMAIL_CORE_CONTACT_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""673"" height=""83""><br>&nbsp;<br>&nbsp; &nbsp; [sender_title] has sent you a message using the contact page:<br> <br>&nbsp; &nbsp; Email : [sender_email]<br>&nbsp; &nbsp;Message:<br>&nbsp; &nbsp;[message][error_report]<strong><br><br></strong>Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_CORE_VERIFICATION_PASSWORD_SUBJECT";"Rentstarz - Email Verification"

"_EMAIL_CORE_VERIFICATION_PASSWORD_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""714"" height=""85""><br> <br> Thank you for joining Rentstarz. To verify your email address and continue, please click the following link :<br> <br> <a href="http://[host][object_link]">http://[host][object_link]</a><br> <br> Email: [email]<br> Password: [password]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br></strong><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317"">"


"_EMAIL_CORE_WELCOME_SUBJECT";"Welcome to Rentstarz!"
"_EMAIL_CORE_WELCOME_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> Hi [recipient_title] , <br><br>  &nbsp; &nbsp;Thank you for joining Rentstarz. Click the following link and enter your information below to login:<br> <br>&nbsp; &nbsp;<a href=""http://[host][object_link]"">www.rentstarz.com</a><br> <br>&nbsp; &nbsp;Email: [email]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_NOTIFY_FRIEND_FOLLOW_SUBJECT";"[sender_title] has started following you."
"_EMAIL_NOTIFY_FRIEND_FOLLOW_BODYHTML";"[header]<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> [sender_title] has started following you. Please click the following link to view the member:<br> <br> http://[host][object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_NOTIFY_TAGGED_SUBJECT";"You have Been Tagged"
"_EMAIL_NOTIFY_TAGGED_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> You have been tagged in a [object_type_name]. Please click the following link to view it:<br> <br> http://[host][object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_INVITE_SUBJECT";"You have received an invitation to join Rentstarz."
"_EMAIL_INVITE_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> You have been invited by [sender_title] to join Rentstrz. To join, please follow the link below:<br> <br> http://[host][object_link]<br> <br> ----------------------------------------<br> [message]<br> ----------------------------------------<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_INVITE_CODE_SUBJECT";"You have received an invitation to join Rentstarz!"
"_EMAIL_INVITE_CODE_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> You have been invited by [sender_title] to join Rentstarz. To join, please follow the link below:<br> <br> http://[host][object_link]<br> <br> ----------------------------------------<br> [message]<br> ----------------------------------------<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_PAYMENT_SUBSCRIPTION_ACTIVE_SUBJECT";"Your subscription is now active."
"_EMAIL_PAYMENT_SUBSCRIPTION_ACTIVE_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> Thank you for subscribing to our Rentstarz! Your subscription is now active.<br> <br> [subscription_title]<br> [subscription_description]<br> [subscription_terms]<br> <br> You may follow the link below to sign in.<br> <br> [object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_PAYMENT_SUBSCRIPTION_CANCELLED_SUBJECT";"Your subscription has been cancelled."
"_EMAIL_PAYMENT_SUBSCRIPTION_CANCELLED_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> Your subscription has been cancelled.<br> <br> [subscription_title]<br> [subscription_description]<br> [subscription_terms]<br> <br> Please follow the link below to renew your subscription.<br> <br> [object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_PAYMENT_SUBSCRIPTION_EXPIRED_SUBJECT";"Your subscription has expired."
"_EMAIL_PAYMENT_SUBSCRIPTION_EXPIRED_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> Your subscription has expired.<br> <br> [subscription_title]<br> [subscription_description]<br> [subscription_terms]<br> <br> Please follow the link below to renew your subscription.<br> <br> [object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><strong><br></strong>"
"_EMAIL_PAYMENT_SUBSCRIPTION_OVERDUE_SUBJECT";"Your subscription is overdue."
"_EMAIL_PAYMENT_SUBSCRIPTION_OVERDUE_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> Your subscription is overdue because of a failed or missed payment.<br> <br> [subscription_title]<br> [subscription_description]<br> [subscription_terms]<br> <br> Please follow the link below to renew your subscription.<br> <br> [object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_PAYMENT_SUBSCRIPTION_PENDING_SUBJECT";"Your subscription is pending."
"_EMAIL_PAYMENT_SUBSCRIPTION_PENDING_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> Thank you for subscribing to Rentstarz! Your subscription is<br> pending, awaiting completion of the transaction. Your membership will be<br> activated soon; we will notify you by email when it is ready.<br> Thank you for your patience.<br> <br> [subscription_title]<br> [subscription_description]<br> [subscription_terms]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src="" http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_PAYMENT_SUBSCRIPTION_RECURRENCE_SUBJECT";"Your subscription has been billed."
"_EMAIL_PAYMENT_SUBSCRIPTION_RECURRENCE_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> Your subscription has been billed. You should receive an email from the<br> payment gateway regarding this charge. Thank you for subscribing to Rentstarz.<br> <br> [subscription_title]<br> [subscription_description]<br> [subscription_terms]<br> <br> You may follow the link below to sign in.<br> <br> [object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src="" http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_PAYMENT_SUBSCRIPTION_REFUNDED_SUBJECT";"Your subscription has been refunded."
"_EMAIL_PAYMENT_SUBSCRIPTION_REFUNDED_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> Your subscription has been refunded and is no longer active.<br> <br> [subscription_title]<br> [subscription_description]<br> [subscription_terms]<br> <br> You may follow the link below to sign in.<br> <br> [object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src="" http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_NOTIFY_GROUP_ACCEPTED_SUBJECT";"You have been approved to join the group [object_title]"
"_EMAIL_NOTIFY_GROUP_ACCEPTED_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> You have been approved to join the group ""[object_title]"". Please click the following link to view it:<br> <br> http://[host][object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_NOTIFY_GROUP_APPROVE_SUBJECT";"[sender_title] has requested to join the group [object_title]"
"_EMAIL_NOTIFY_GROUP_APPROVE_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> [sender_title] has requested to join the group ""[object_title]"". Please click the following link to view it:<br> <br> http://[host][object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src="" http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_NOTIFY_GROUP_DISCUSSION_REPLY_SUBJECT";"A member has posted a reply to your topic ""[object_title]"" in the group ""[object_parent_title]"""
"_EMAIL_NOTIFY_GROUP_DISCUSSION_REPLY_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> [sender_title] has posted a reply to your topic ""[object_title]"" in the group ""[object_parent_title]"":<br> <br> ""[message]""<br> <br> Please click the following link to view it:<br> <br> http://[host][object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_NOTIFY_GROUP_DISCUSSION_RESPONSE_SUBJECT";"A member has posted a reply to the topic ""[object_title]"" you replied to in the group ""[object_parent_title]"""
"_EMAIL_NOTIFY_GROUP_DISCUSSION_RESPONSE_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> [sender_title] has posted a reply to the topic ""[object_title]"" you replied to in the group ""[object_parent_title]"":<br> <br> ""[message]""<br> <br> Please click the following link to view it:<br> <br> http://[host][object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<br><br><img src="" http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><strong><br></strong>"
"_EMAIL_NOTIFY_GROUP_INVITE_SUBJECT";"You have been invited to join the group [object_title]"
"_EMAIL_NOTIFY_GROUP_INVITE_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> You have been invited to join the group ""[object_title]"". Please click the following link to view it:<br> <br> http://[host][object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_NOTIFY_GROUP_PROMOTE_SUBJECT";"You have been promoted to officer in the group [object_title]"
"_EMAIL_NOTIFY_GROUP_PROMOTE_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> You have been promoted to officer in the group ""[object_title]"". Please click the following link to view it:<br> <br> http://[host][object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_NOTIFY_VIDEO_PROCESSED_FAILED_SUBJECT";"Your video ""[object_title]"" has failed to process"
"_EMAIL_NOTIFY_VIDEO_PROCESSED_FAILED_BODYHTML";"[header]<br> <br> We apologize, but there was a problem processing your video. The message was:<br> ""[message]""<br> <br> Please click the following link to view it:<br> <br> http://[host][message_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_NOTIFY_VIDEO_PROCESSED_SUBJECT";"Your video ""[object_title]"" has finished processing"
"_EMAIL_NOTIFY_VIDEO_PROCESSED_BODYHTML";"[header]<br> <br> Your video has been processed and is ready to be viewed. Please click the following link to view it:<br> <br> http://[host][object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src="" http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_NOTIFY_FRIEND_FOLLOW_ACCEPTED_SUBJECT";"[sender_title] has approved your request to follow them."
"_EMAIL_NOTIFY_FRIEND_FOLLOW_ACCEPTED_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> [sender_title] has approved you to follow them. Please click the following link to sign in:<br> <br> http://[host][object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_CORE_WELCOME_PASSWORD_SUBJECT";"Welcome to Rentstarz!"
"_EMAIL_CORE_WELCOME_PASSWORD_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> Thank you for joining Rentstarz. Click the following link and enter your information below to login:<br> <br> <a href=""http://[host][object_link]"">www.rentstarz.com</a><br> <br> Email: [email]<br> Password: [password]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br></strong><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317"">"
"_EMAIL_NOTIFY_ADMIN_USER_SIGNUP_SUBJECT";"Someone has joined Rentstarz!"
"_EMAIL_NOTIFY_ADMIN_USER_SIGNUP_BODYHTML";"<br><img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> Congratulations, someone has joined Rentstarz. Welcome the new member to your site:<br> <br> [object_title] : http://[host][object_link]<br> Signup Date: [date]<br><br>Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_NOTIFY_LIKED_COMMENTED_SUBJECT";"[sender_title] commented on a post you like"
"_EMAIL_NOTIFY_LIKED_COMMENTED_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> [sender_title] has commented on a post you liked. Please click the following link to view it:<br> <br> http://[host][object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_USER_ACCOUNT_APPROVED_SUBJECT";"Your account has been approved."
"_EMAIL_USER_ACCOUNT_APPROVED_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> Your account has been approved by an administrator. Please click the following link to sign in:<br> <br> http://[host][object_link]<br> <br> Thanks<strong><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve<br>147 Prince St, Brooklyn NY 11201<strong><br><br><img src=""http://rentstarz.com/public/admin/footer.png"" alt="""" width=""469"" height=""317""><br></strong>"
"_EMAIL_NOTIFY_COMMENTED_COMMENTED_SUBJECT";"[sender_title] also commented on a post you commented on"
"_EMAIL_NOTIFY_COMMENTED_COMMENTED_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> [sender_title] has also commented on a post you commented on. Please click the following link to view it:<br> <br> http://[host][object_link]<br> <br> [<strong>A Better Way To Rent.<br></strong>Administration<strong><br><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve &nbsp;&nbsp;<br>147 Prince St, Brooklyn NY 11201&nbsp;<br><img src=""http://rentstarz.com/public/admin/streets2.png"" alt="""" width=""661"" height=""217"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;"
"_EMAIL_NOTIFY_FRIEND_FOLLOW_REQUEST_SUBJECT";"[sender_title] has requested to follow you."
"_EMAIL_NOTIFY_FRIEND_FOLLOW_REQUEST_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> [sender_title] has requested to follow you. Please click the following link to sign in and confirm this request:<br> <br> http://[host][object_link]<br> <br> [<strong>A Better Way To Rent.<br></strong><span style=""font-size: 8pt;"">Administration<strong><br><br><br></strong>Rentstarz LLC</span><br><span style=""font-size: 8pt;"">Copyright 2016 Rentstarz.com. All rights reserve &nbsp;&nbsp;</span><br><span style=""font-size: 8pt;"">147 Prince St, Brooklyn NY 11201&nbsp;</span><br><img src=""http://rentstarz.com/public/admin/streets2.png"" alt="""" width=""661"" height=""217"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;"
"_EMAIL_NOTIFY_POST_USER_SUBJECT";"[sender_title] has posted on your profile"
"_EMAIL_NOTIFY_POST_USER_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> [sender_title] has posted something on your profile. Please click the following link to view it.<br> <br> http://[host][object_link]<br> <br> [<strong>A Better Way To Rent.<br></strong>Administration<strong><br><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve &nbsp;&nbsp;<br>147 Prince St, Brooklyn NY 11201&nbsp;<br><img src=""http://rentstarz.com/public/admin/streets2.png"" alt="""" width=""661"" height=""217"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;"
"_EMAIL_NOTIFY_MESSAGE_NEW_SUBJECT";"You have received a new message from [sender_title]."
"_EMAIL_NOTIFY_MESSAGE_NEW_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> You have just received a new message from [sender_title]:<br> <br> [object_description]<br> <br> Please click the following link to login and view it:<br> <br> http://[host][object_link]<br> <br> [<strong>A Better Way To Rent.<br></strong>Administration<strong><br><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve &nbsp;&nbsp;<br>147 Prince St, Brooklyn NY 11201&nbsp;<br><img src=""http://rentstarz.com/public/admin/streets2.png"" alt="""" width=""661"" height=""217"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;"
"_EMAIL_HEADER_SUBJECT";""
"_EMAIL_HEADER_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""665"" height=""77""><br>&nbsp; &nbsp;<br>&nbsp; &nbsp; &nbsp;Hello [recipient_title],<br><br><br><img src=""http://www.rentstarz.com/public/admin/footer new.png"" alt="""" width=""976"" height=""372"">"
"_EMAIL_CORE_LOSTPASSWORD_SUBJECT";"Rentstarz- Lost Password"
"_EMAIL_CORE_LOSTPASSWORD_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> You have requested to reset your password because you have forgotten your password. If you did not request this, please ignore it. It will expire in 24 hours. To reset your password, please click the following link:<br> <br> http://[host][object_link]<br> <br> [<strong>A Better Way To Rent.<br></strong>Administration<strong><br><br><br></strong>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve &nbsp;&nbsp;<br>147 Prince St, Brooklyn NY 11201&nbsp;<br><br><br><br><br><img src=""http://www.rentstarz.com/public/admin/footer new.png"" alt="""" width=""976"" height=""372"">"
"_EMAIL_NOTIFY_FRIEND_REQUEST_SUBJECT";"[sender_title] has added you as a friend."
"_EMAIL_NOTIFY_FRIEND_REQUEST_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""78""><br> <br> [sender_title] has added you as a friend. Please click the following link to sign in and confirm this friendship request:<br> <br> http://[host][object_link]<br><br><br><br><br>Rentstarz LLC<br>Copyright 2016 Rentstarz.com. All rights reserve <br>147 Prince St, Brooklyn NY 11201 <br><br> <br><img src=""http://www.rentstarz.com/public/admin/footernew.png"" alt="""" width=""976"" height=""372"">"
"_EMAIL_CORE_VERIFICATION_SUBJECT";"Rentstarz - Email Verification"
"_EMAIL_CORE_VERIFICATION_BODYHTML";"<img src=""http://rentstarz.com/public/admin/companyletterhead.png"" alt="""" width=""663"" height=""87"">&nbsp;<br><br><br> Hi [recipient_title] , <br><br>   Thank you for joining Rentstarz. To verify your email address and continue, please click the following link :<br><a href=""http://[host][object_link]"">    Verify email</a><br> <br>    Email: [email]<br> <br>    Thanks<strong><br><br></strong>    Rentstarz LLC<br>    Copyright 2016 Rentstarz.com. All rights reserve<br>    147 Prince St, Brooklyn NY 11201<strong><br><br></strong><img src=""http://rentstarz.com/public/admin/footer.png "" alt="""" width=""469"" height=""317"">"
